ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2067-05-08,50,48561,638,Unemployed,Master,29,11704,36,Divorced,0,Other,459,0.2958441872977035,3,0,0.10036149905483961,0,Education,0,28,26,1199,1867,70546,11233,4046.75,0.7503630526068039,2,59313,0.177704,0.17531352917590326,420.38115772368815,0.21730553103692793,1,39.2
2067-05-09,43,15000,538,Employed,High School,25,17213,48,Married,3,Mortgage,716,0.4153814910039317,4,2,0.5026091401195443,0,Home,0,19,22,2896,6719,50743,17129,1250.0,0.9122379938430631,7,33614,0.243213,0.24138139910397133,562.4907376143206,1.0227925900914565,0,61.0
2067-05-10,43,52658,572,Employed,High School,23,19963,12,Divorced,0,Own,322,0.3588541904267962,2,0,0.1548821166483156,0,Other,0,27,18,2061,1470,137816,38196,4388.166666666667,0.8843793597811981,2,99620,0.19896300000000003,0.18844054363176305,1838.2363282693002,0.49228675489444346,0,48.0
2067-05-11,35,46605,444,Employed,Master,10,36459,48,Single,0,Mortgage,658,0.0961755647082937,4,1,0.27256348836357813,0,Auto,0,30,17,2058,145,98935,29964,3883.75,0.9638556802607355,5,68971,0.309459,0.3046114657381881,1322.5391956312633,0.5099553770534312,0,50.0
2067-05-12,37,32000,590,Employed,Bachelor,15,11980,60,Single,1,Mortgage,290,0.3041884121185912,4,1,0.4190794779191278,0,Debt Consolidation,0,20,6,6570,770,48992,14269,2666.6666666666665,0.9052168060756277,6,34723,0.22198,0.2477927555763189,350.0802987365135,0.24003011202619257,0,59.0
2067-05-13,28,34673,576,Employed,High School,5,22052,24,Single,0,Rent,799,0.25699594742258564,2,0,0.3328354190497995,0,Auto,0,28,5,3474,394,110977,19884,2889.4166666666665,0.7651477475904266,2,91093,0.209052,0.2229717859373735,1147.2558929165268,0.6735809048827135,0,55.0
2067-05-14,50,60980,675,Employed,Doctorate,28,24768,60,Married,1,Mortgage,498,0.21449123016721458,5,0,0.027430880875949856,0,Debt Consolidation,0,21,23,714,2021,72958,20586,5081.666666666667,0.6528302831066873,3,52372,0.192268,0.22377244549325973,689.3882463534012,0.23366118327715338,0,42.0
2067-05-15,19,46250,539,Employed,Bachelor,0,20812,36,Married,0,Mortgage,337,0.46198987001156927,3,1,0.039047636809749396,0,Debt Consolidation,0,29,19,1347,4772,46099,19237,3854.1666666666665,0.6132247906139907,5,26862,0.236312,0.24721295633466772,824.4168304834484,0.3013405830443542,0,52.0
2067-05-16,51,69101,601,Employed,Bachelor,28,27478,48,Single,2,Own,617,0.43526640286985663,3,2,0.2878512017507499,0,Auto,0,25,28,2180,2618,17979,74934,5758.416666666667,0.879319910497218,4,6586,0.221978,0.25863481978882,924.374923084893,0.26767339223772035,0,50.0
2067-05-17,23,91779,596,Employed,Associate,1,20294,96,Divorced,4,Own,457,0.28501698023623945,3,2,0.017584839951373412,0,Home,0,21,5,8804,2242,445203,26039,7648.25,0.699958902067495,4,419164,0.257294,0.27709907075931184,527.5712448940961,0.12873157191437207,1,36.0
2067-05-18,51,52640,600,Employed,Bachelor,27,24569,60,Married,3,Mortgage,409,0.35900606515891104,2,1,0.08103719696637057,0,Home,0,27,1,467,352,51731,25592,4386.666666666667,0.8717428505457727,4,26139,0.22956900000000002,0.25215425624716814,724.238935847023,0.2583371434301724,0,51.0
2067-05-19,35,34267,490,Employed,Bachelor,13,11620,96,Married,1,Own,499,0.02076666288152331,3,0,0.46757025876961755,0,Auto,0,24,18,6139,456,42696,50120,2855.5833333333335,0.836874542026452,6,1974,0.30162,0.34156942957612874,354.7268234524431,0.29896757467619917,0,56.0
2067-05-20,25,96694,468,Employed,Bachelor,2,31189,60,Married,2,Rent,909,0.14326289504924883,2,1,0.31402738268043134,0,Debt Consolidation,0,22,1,1093,954,92829,13769,8057.833333333333,0.8513679358592958,2,79060,0.302189,0.31785375800209587,1043.539076792927,0.24231564441966538,0,54.0
2067-05-21,46,40458,452,Employed,High School,24,17426,48,Single,3,Own,408,0.4487300387629212,4,0,0.20805355241149426,1,Home,0,25,4,7996,969,131430,15250,3371.5,0.8868353217450221,4,116180,0.286426,0.29269874278725816,620.0621692764424,0.30492723395415766,0,65.0
2067-05-22,51,39229,610,Employed,Bachelor,29,15406,36,Single,0,Mortgage,392,0.37472301930820917,5,0,0.0947745648048964,0,Education,1,25,12,1060,987,111091,15293,3269.0833333333335,0.8305173419416553,6,95798,0.195406,0.17977186896603953,556.7875125490101,0.29023044560371464,0,52.0
2067-05-23,34,54127,540,Employed,Bachelor,13,23438,36,Married,2,Mortgage,511,0.46763148014684336,0,1,0.15315933551995486,0,Auto,0,24,20,3977,4963,57363,6402,4510.583333333333,0.8481897137092861,6,50961,0.238438,0.23521458987056937,913.6608724442085,0.31584847616403094,0,49.0
2067-05-24,48,20122,590,Employed,Master,26,22636,72,Single,2,Mortgage,655,0.28188638637449237,1,1,0.4214926069662155,0,Debt Consolidation,0,22,22,5368,179,141156,31763,1676.8333333333333,0.8751941913676178,2,109393,0.242636,0.24578760109753695,603.9120616770043,0.7507675549211833,0,54.0
2067-05-25,18,32077,534,Employed,Bachelor,0,20893,72,Single,1,Rent,411,0.5443633622179825,4,2,0.2802180947132065,0,Home,0,27,11,2219,488,122463,25426,2673.0833333333335,0.8286775021984533,4,97037,0.268893,0.2287459328952394,535.860989059026,0.3542205277522309,0,52.0
2067-05-26,24,28643,572,Self-Employed,High School,0,7328,60,Divorced,1,Mortgage,220,0.38828818669732057,3,0,0.6520440376398955,0,Debt Consolidation,0,27,29,631,1543,34583,9037,2386.9166666666665,0.5418469450319517,4,25546,0.22632800000000003,0.2055156757963879,196.40298276636315,0.17445224987593333,1,50.400000000000006
2067-05-27,55,36285,629,Unemployed,Associate,36,44781,12,Married,1,Mortgage,534,0.452288661062353,3,0,0.3687819755399747,0,Home,0,24,16,13573,1275,106171,13075,3023.75,0.8653037826084248,2,93096,0.19528100000000004,0.19355227376865156,4134.459454854409,1.5439303695260551,0,54.0
2067-05-28,37,58550,525,Employed,Bachelor,13,28896,96,Married,0,Mortgage,189,0.155084117702339,1,0,0.45346596744331513,1,Auto,0,22,23,2909,266,91841,30026,4879.166666666667,0.6716038753882038,4,61815,0.301396,0.2889381984442409,774.6747041457893,0.19750805208794997,0,65.0
2067-05-29,18,84801,612,Employed,Bachelor,0,24861,48,Single,1,Mortgage,902,0.027334409775161092,0,1,0.16645395867308815,0,Home,0,25,5,2631,2553,27647,80163,7066.75,0.7103781652122882,4,9803,0.213861,0.2031536738079949,760.7128200356982,0.23528677539685122,0,47.0
2067-05-30,31,94789,499,Employed,High School,7,10403,24,Divorced,2,Mortgage,607,0.11186013133996636,4,1,0.4201702726489473,0,Education,1,21,24,9644,343,337857,3768,7899.083333333333,0.8299091405373756,3,334089,0.23590299999999997,0.24021126088806433,550.1277222534392,0.14648886122905896,1,43.2
2067-05-31,28,33726,620,Employed,Associate,7,40736,84,Single,1,Mortgage,888,0.05128817675261101,2,0,0.38872600957439146,0,Debt Consolidation,0,28,9,1242,332,11713,37436,2810.5,0.800917472500297,5,3234,0.255736,0.3068832,1183.6783769487083,0.7371209311327908,0,52.0
2067-06-01,38,40842,613,Employed,High School,14,16014,96,Married,0,Other,601,0.18151840628428637,6,1,0.12216480738907436,0,Other,0,27,2,770,967,77272,125226,3403.5,0.8746000462457495,3,5380,0.244514,0.20008180047419222,335.62624477213086,0.27519501829649795,0,51.0
2067-06-02,35,32674,488,Employed,Associate,13,16859,48,Single,2,Mortgage,292,0.2112875648927234,1,1,0.3765643956263831,0,Home,0,22,3,4344,1729,15622,2445,2722.8333333333335,0.8102667766434013,4,13177,0.26785899999999996,0.24032086970673625,549.9334468960784,0.30921225937298585,0,58.0
2067-06-03,42,60690,616,Unemployed,High School,22,18961,36,Single,3,Own,1137,0.5639995642676326,7,1,0.06759502159681834,0,Home,1,24,5,1516,1324,39395,37820,5057.5,0.35814080783972857,5,1575,0.19596100000000002,0.197066421313784,701.8277339605181,0.3635843270312443,0,59.0
2067-06-04,39,15855,517,Employed,Master,14,19635,24,Divorced,1,Own,462,0.20288024041538358,4,0,0.5399256946502582,0,Home,0,16,1,79,1622,204441,14608,1321.25,0.8231558120547897,5,189833,0.236135,0.265365152179516,1063.1476320532163,1.1543217650355468,0,60.0
2067-06-05,56,48662,636,Employed,Bachelor,32,27638,84,Married,0,Mortgage,378,0.0991183311822024,1,0,0.5447759705476672,0,Auto,0,19,29,1805,1239,35534,31545,4055.1666666666665,0.9155886352291405,6,3989,0.234638,0.23053701410581368,665.5441828812045,0.25733694041704935,0,55.0
2067-06-06,45,68920,613,Employed,Doctorate,21,10873,36,Single,0,Other,151,0.7312607275071966,2,1,0.20357338868758357,0,Auto,0,18,18,1896,150,17022,58931,5743.333333333333,0.8585325894786862,5,2802,0.18937299999999999,0.17712722530246194,391.5198374031243,0.09446079583339366,1,40.800000000000004
2067-06-07,45,40395,641,Employed,Master,24,30897,24,Married,1,Own,472,0.522814426948768,3,0,0.2578950005979215,0,Debt Consolidation,0,23,12,2852,1109,74147,21061,3366.25,0.5742060718610525,3,53086,0.185397,0.21499604953919352,1595.2546488694697,0.6141120382827983,0,49.0
2067-06-08,53,46791,653,Employed,Bachelor,29,21425,48,Married,2,Other,390,0.11404066665342465,0,2,0.2318375099561389,0,Education,0,26,9,1626,1840,63625,39445,3899.25,0.7044092111389703,4,24180,0.189925,0.1992791766143372,651.1479675703674,0.26701236585763094,0,47.0
2067-06-09,35,83551,599,Employed,Bachelor,15,13269,108,Single,0,Mortgage,539,0.28930551975250507,2,0,0.08323756771138548,0,Auto,0,21,6,4698,4341,82444,51294,6962.583333333333,0.8326317082556614,3,31150,0.258769,0.27976610756417275,337.34917828589664,0.12586552093249345,0,51.0
2067-06-10,24,48873,593,Employed,Master,6,35034,36,Married,1,Mortgage,206,0.19169135261880857,3,1,0.2698473215814628,0,Home,0,24,19,6452,609,64987,3014,4072.75,0.6772996569165538,5,61973,0.223534,0.22917910450422724,1354.6578999436351,0.3831951138527126,0,50.0
2067-06-11,54,89979,619,Employed,High School,35,13405,96,Divorced,0,Mortgage,499,0.15804679199047167,5,0,0.05270979180736651,0,Debt Consolidation,0,29,25,2065,1169,60595,3338,7498.25,0.6721762072452501,5,57257,0.23890500000000003,0.247440695816874,321.76233633919037,0.10946051896631752,1,34.4
2067-06-12,41,112626,545,Unemployed,High School,20,16535,84,Married,3,Own,400,0.3572419706403425,3,1,0.1259352560155664,0,Auto,0,22,21,2725,1053,13787,18151,9385.5,0.577279287935899,3,9497,0.269035,0.27359960126718574,443.79547698380867,0.08990415822106533,1,41.6
2067-06-13,41,62963,577,Employed,Associate,20,16846,72,Divorced,1,Other,1221,0.6024877573010872,5,2,0.6632936970133833,0,Auto,0,22,1,2062,6519,121434,9906,5246.916666666667,0.5397863600377416,6,111528,0.243346,0.23720256815399052,440.6453942286969,0.31668987708248275,0,60.0
2067-06-14,32,37664,582,Employed,High School,10,23421,96,Married,1,Mortgage,237,0.24453383577027255,8,1,0.13237501382212544,0,Home,0,17,12,1067,496,171616,5401,3138.6666666666665,0.9046773438058439,6,166215,0.267421,0.26257545936271537,585.8181044490105,0.26215530090771366,0,47.0
2067-06-15,32,115969,574,Employed,Associate,10,11522,36,Married,2,Own,211,0.2615552794595125,1,0,0.3919400326503345,0,Home,0,30,8,8213,1186,24568,22777,9664.083333333334,0.8567064080961978,3,1791,0.209522,0.19535230577326043,425.475137045474,0.06585985603519637,1,43.2
2067-06-16,50,15000,612,Employed,High School,29,18071,72,Married,0,Rent,371,0.22529728664005422,2,0,0.3950086743106381,0,Debt Consolidation,0,25,1,2721,4732,140367,65162,1250.0,0.6283291420429129,1,75205,0.227071,0.2400263112149952,475.7810217037341,0.6774248173629872,0,55.0
2067-06-17,51,18258,480,Employed,High School,33,44308,36,Married,1,Mortgage,163,0.2906006857487908,6,1,0.2502988966927961,0,Auto,0,17,1,975,5383,167526,268673,1521.5,0.9245076321813797,8,2318,0.289308,0.25934058040544383,1783.6407668897461,1.279422127433287,0,58.0
2067-06-18,49,96128,569,Self-Employed,Bachelor,26,33758,72,Single,2,Other,247,0.14102624678006276,4,1,0.25888201962606266,0,Debt Consolidation,0,28,11,3411,1364,29901,26780,8010.666666666667,0.8476124687871104,4,3121,0.264258,0.26002183796575745,930.2147448282715,0.14695590190099928,0,53.0
2067-06-19,49,206136,583,Employed,Bachelor,27,22607,24,Single,1,Mortgage,509,0.48218275308195574,0,1,0.3478556441847103,0,Debt Consolidation,0,23,16,5807,2907,143853,16655,17178.0,0.8395897486086593,6,127198,0.20610699999999998,0.21843471928026664,1171.0626979368224,0.09780316089980337,1,39.2
2067-06-20,46,75455,515,Employed,Bachelor,25,43008,72,Single,3,Mortgage,1232,0.40708234270803123,1,2,0.35130064913232134,0,Home,0,17,14,3081,1248,119737,14322,6287.916666666667,0.8166059372340349,5,105415,0.300508,0.3606096,1466.3739917728635,0.42913641112284623,0,51.0
2067-06-21,41,42176,541,Employed,High School,16,20645,96,Married,0,Own,319,0.1590827605713456,5,1,0.31499491759069786,1,Education,1,22,12,2562,5610,26445,16063,3514.6666666666665,0.754737289488972,5,10382,0.285145,0.2894901052173352,554.2598810015731,0.2484616505125872,0,72.0
2067-06-22,37,35336,616,Self-Employed,Associate,15,23006,36,Single,1,Mortgage,713,0.4882183777207448,6,0,0.3475610297399315,0,Home,1,17,14,6335,1210,57777,27783,2944.6666666666665,0.9442183444664813,4,29994,0.20000600000000002,0.20268660608175507,858.1379385222795,0.533553748649178,0,62.0
2067-06-23,54,67317,596,Employed,High School,31,12346,36,Married,5,Rent,520,0.36139696710817865,2,0,0.18317878720528175,0,Debt Consolidation,1,23,26,8298,3468,439515,11651,5609.75,0.7178858949442137,6,427864,0.199346,0.18037832952717164,446.5718233486306,0.17230212101227874,1,40.0
2067-06-24,35,95551,571,Employed,Bachelor,11,33646,60,Married,3,Other,467,0.1732252054047928,4,2,0.03903950143046496,0,Debt Consolidation,1,19,24,7262,537,103741,6900,7962.583333333333,0.8823696350135024,8,96841,0.25314600000000004,0.24581707640524011,979.320691559566,0.1816396301317076,0,52.0
2067-06-25,44,91099,597,Employed,Master,24,21796,12,Single,5,Own,587,0.2746641666321067,1,0,0.36483094760252455,0,Home,0,21,23,1784,26294,53914,93065,7591.583333333333,0.6756663246849289,7,4305,0.18829600000000002,0.18484858531609366,2003.290011025519,0.34120550315926884,1,42.400000000000006
2067-06-26,30,35298,544,Employed,High School,8,19726,24,Widowed,4,Other,725,0.2917892938804912,4,2,0.5104598848831262,0,Home,1,28,9,1380,2246,45072,3410,2941.5,0.8666875945199444,12,41662,0.22272599999999998,0.23198594212905305,1035.0617777676978,0.5983551853706265,0,66.0
2067-06-27,32,66164,532,Employed,High School,8,56920,48,Widowed,1,Rent,220,0.7569369722384087,5,1,0.3950100016532701,0,Auto,0,26,19,1482,286,37367,4563,5513.666666666667,0.7766376877517313,6,32804,0.28592,0.2924974029474422,2024.6983009136034,0.40711534385713133,0,56.0
2067-06-28,37,58433,584,Employed,Associate,15,17713,12,Married,3,Mortgage,195,0.41009162386787856,6,0,0.1746637339622657,0,Other,0,22,25,1303,755,30426,45118,4869.416666666667,0.7089373633223132,4,4380,0.19071300000000002,0.19741803279300355,1638.646955226506,0.3765639871770758,0,51.0
2067-06-29,30,51008,539,Employed,Associate,10,7232,60,Widowed,2,Mortgage,420,0.2664925243104789,2,2,0.031375662497636236,0,Debt Consolidation,0,20,23,833,2759,116894,11843,4250.666666666667,0.7176704124573469,7,105051,0.242732,0.2568609925941663,215.18756113656326,0.14943245635270466,1,36.800000000000004
2067-06-30,49,80442,514,Employed,High School,27,32654,84,Divorced,0,Own,217,0.29411222695229455,4,0,0.4712463567174416,0,Home,0,19,3,6758,1149,79679,5109,6703.5,0.9139067824361682,3,74570,0.30065400000000003,0.2831484520221852,896.9632367898461,0.16617636112327086,0,56.0
2067-07-01,23,22738,567,Employed,High School,0,8383,12,Married,2,Rent,368,0.30235688564452573,3,3,0.16972283058382556,0,Debt Consolidation,0,20,15,3769,1169,141450,24539,1894.8333333333333,0.9453856093483743,3,116911,0.189883,0.18042778230755852,768.7240581162907,0.5999071465122477,0,48.0
2067-07-02,41,49547,459,Employed,Associate,23,19745,36,Married,2,Own,250,0.2704312305585255,2,1,0.06794350916721027,0,Home,1,9,25,11232,226,21193,8007,4128.916666666667,0.8365836578027376,7,13186,0.27524499999999996,0.264475895199878,800.253615002343,0.25436541829027215,0,57.0
2067-07-03,41,61415,659,Employed,Doctorate,21,8463,60,Single,0,Mortgage,452,0.24269952518060534,7,0,0.24772166122318345,0,Debt Consolidation,0,21,23,4680,173,23883,6615,5117.916666666667,0.8901527295110843,3,17268,0.183963,0.20154654094207286,224.94661671680427,0.13226995686072868,1,36.800000000000004
2067-07-04,18,24635,590,Employed,Master,0,18945,36,Single,1,Own,607,0.08475875111621305,4,1,0.5365946290714438,0,Other,0,27,8,1715,893,126575,4813,2052.9166666666665,0.8452358582461548,7,121762,0.208945,0.2128517553746432,716.5310816866677,0.6447076509129293,0,56.0
2067-07-05,34,23356,595,Employed,Bachelor,11,24529,36,Married,1,Mortgage,206,0.0952366592381023,4,0,0.2752975431940178,0,Other,1,21,15,2834,414,183185,65869,1946.3333333333333,0.8620147861792175,10,117316,0.212029,0.21692057796945527,932.870481471451,0.5851364008245168,0,55.0
2067-07-06,43,38501,557,Employed,Master,18,17043,48,Single,2,Own,280,0.48182751213648206,4,1,0.36574736766797517,0,Debt Consolidation,0,20,1,7793,1993,81999,142968,3208.4166666666665,0.9014466977242145,3,10944,0.233543,0.21624889177442735,533.493363966073,0.25354978747546497,0,60.0
2067-07-07,45,75761,556,Employed,High School,21,18545,12,Widowed,0,Own,273,0.44666896656084987,1,0,0.18733869671516265,0,Debt Consolidation,0,26,29,3580,1209,177418,15994,6313.416666666667,0.9832017257535358,8,161424,0.205545,0.22953139585345067,1744.2260064864313,0.3195141573875368,1,37.6
2067-07-08,37,31364,515,Employed,High School,14,8320,72,Single,0,Mortgage,592,0.27019237472110924,3,2,0.25727367429876713,0,Home,0,27,22,455,200,97925,6200,2613.6666666666665,0.9265500446916357,6,91725,0.26582,0.27026896255057076,234.57515642304108,0.3162511757772125,0,51.0
2067-07-09,48,48901,621,Employed,High School,26,26237,24,Married,0,Mortgage,642,0.36973022110991055,3,1,0.36982735150471985,0,Education,0,33,1,9729,492,30508,51847,4075.0833333333335,0.8594196441009615,3,8454,0.19073700000000002,0.20838425657530163,1346.1240223021157,0.48787321869952327,0,56.0
2067-07-10,38,67620,530,Employed,Bachelor,15,64711,36,Married,1,Mortgage,842,0.08670733929810795,4,0,0.3278550491088161,0,Debt Consolidation,0,25,26,5039,2329,189769,36566,5635.0,0.7830242822399908,5,153203,0.28471100000000005,0.27417813047033024,2656.3668762449765,0.6208281945421431,0,49.0
2067-07-11,40,88366,637,Self-Employed,Master,15,43142,24,Single,1,Own,381,0.28651682068691015,5,0,0.2807193212122779,0,Debt Consolidation,0,20,6,1934,421,38855,47573,7363.833333333333,0.608477309143362,7,9379,0.19964200000000001,0.19176428277256138,2178.4283998692745,0.3475673992081943,0,53.0
2067-07-12,43,62688,596,Employed,High School,19,19793,48,Married,2,Mortgage,383,0.22361801259755984,3,1,0.5392265804455929,0,Home,0,22,4,2769,1869,28065,20114,5224.0,0.9828776351371763,1,7951,0.216793,0.20237566458472112,604.8162842843365,0.18909193803298938,0,61.0
2067-07-13,51,51893,607,Employed,High School,28,7317,60,Married,0,Other,752,0.11717205205355305,1,0,0.24437473870718962,0,Auto,0,21,24,2252,1421,135866,23748,4324.416666666667,0.7007640095234068,8,112118,0.20881699999999997,0.20464443676407273,195.75147296860874,0.21916284808400563,1,35.2
2067-07-14,31,50971,551,Employed,Master,9,27436,60,Married,3,Mortgage,276,0.2933607162255892,5,1,0.31676280953077723,0,Education,0,22,6,6128,2941,35746,9115,4247.583333333333,0.9349188997803978,8,26631,0.256936,0.30832319999999996,901.7252602227677,0.2772694889775208,0,56.0
2067-07-15,34,83805,622,Employed,Associate,11,19627,120,Married,3,Rent,364,0.2943386287562249,2,0,0.006303615489592125,0,Home,0,17,11,5433,675,156616,5574,6983.75,0.7811382200275333,6,151042,0.26362700000000006,0.30444891346451364,523.8639887071924,0.12713284248536852,0,42.0
2067-07-16,31,31233,453,Employed,Bachelor,10,11466,60,Single,0,Mortgage,581,0.3923866099447647,1,0,0.16467537447414335,0,Other,0,33,12,11736,489,62176,35342,2602.75,0.8735026731687122,3,26834,0.289966,0.2856446630896656,360.9180022586287,0.36189338286759337,0,51.0
2067-07-17,36,113253,539,Employed,Bachelor,13,20647,36,Single,3,Own,357,0.33093446081604727,2,1,0.6872316294291815,0,Home,0,27,16,378,858,56283,8714,9437.75,0.4468609502176015,3,47569,0.236147,0.23883571984830818,808.7790698497162,0.12352298692481958,1,45.6
2067-07-18,57,70598,595,Employed,High School,36,14254,60,Divorced,2,Rent,315,0.2001193847950263,3,1,0.17448237441591222,0,Home,0,20,22,2447,1506,64539,68960,3197.3333333333335,0.9722016126306648,8,2733,0.221754,0.2370137836131592,407.59164890062954,0.2259982221332244,0,50.0
2067-07-19,46,49521,542,Employed,Bachelor,24,14344,48,Single,1,Rent,267,0.3114403694998512,5,2,0.2917867216368984,0,Education,0,29,19,1009,1209,27202,4557,4126.75,0.7291852997096123,5,22645,0.238344,0.26141011394986535,484.77970738867623,0.18217234079812836,0,53.0
2067-07-20,26,66298,539,Employed,Associate,6,25973,60,Single,0,Other,276,0.09943427196589014,2,1,0.2915716565962056,0,Home,1,21,14,1355,145,31992,11058,5524.833333333333,0.7753608521230649,6,20934,0.261473,0.21093477278035055,704.0233510556421,0.1773851430309769,0,57.0
2067-07-21,32,170744,558,Employed,High School,10,23584,108,Single,2,Rent,425,0.24499668141160796,2,4,0.15723039234342415,0,Debt Consolidation,0,26,11,15631,709,335053,30709,14228.666666666666,0.8205553189163811,5,304344,0.28958399999999995,0.25510815441188767,559.0155403286369,0.06915725579782389,1,33.6
2067-07-22,44,15631,609,Employed,Master,23,23800,48,Divorced,1,Mortgage,709,0.19838955568147085,0,0,0.4811533493059299,0,Auto,0,24,18,1055,704,39041,33490,1302.5833333333333,0.9434861066019594,7,5551,0.21430000000000002,0.1961212380619052,719.3332737464052,1.0965388833060496,0,54.0
2067-07-23,29,72695,528,Employed,High School,3,33575,60,Married,2,Mortgage,374,0.10140454355506562,2,1,0.21807818453680528,0,Home,1,26,14,3090,1280,37580,13806,6057.916666666667,0.7940668818971688,4,23774,0.274575,0.29362954077521375,1073.164338664427,0.23888812248398272,0,57.0
2067-07-24,31,57686,575,Employed,Associate,10,36937,120,Married,2,Rent,849,0.09048578835462957,1,0,0.4308782187034167,0,Auto,0,23,26,6553,1575,12144,65699,4807.166666666667,0.970357769373466,2,5180,0.304437,0.2560994001364381,856.2258082913289,0.35472575147342417,0,55.0
2067-07-25,56,31945,607,Employed,Associate,33,9710,36,Married,2,Own,588,0.4835386768053624,4,0,0.1715523930822655,0,Debt Consolidation,0,28,1,8973,1584,237927,42109,2662.0833333333335,0.8916257836268878,2,195818,0.19121,0.18709299584912292,354.5044223036794,0.35404767781011587,0,49.0
2067-07-26,32,49320,419,Unemployed,High School,11,18317,120,Divorced,1,Rent,235,0.06833634439890632,4,0,0.19345692583886542,0,Home,0,22,29,790,375,82063,60785,4110.0,0.8035429568495702,7,21278,0.36381699999999995,0.38330023723496465,598.8381594251825,0.20288033076038506,0,53.0
2067-07-27,51,22794,536,Employed,High School,28,15977,72,Married,3,Own,409,0.21549505906096028,3,0,0.30725070829943213,0,Auto,0,19,24,1019,256,191832,44041,1899.5,0.8259159182198966,2,147791,0.262977,0.2889023102789864,469.28272852469695,0.46237574547233323,0,52.0
2067-07-28,55,31388,639,Employed,High School,32,49514,48,Married,0,Mortgage,179,0.1678212158701319,1,0,0.30546171857842874,0,Education,0,25,21,493,559,43085,44041,2615.6666666666665,0.724864564329541,4,2489,0.22501400000000002,0.23047488905648802,1588.2851191353907,0.6756537985734895,0,51.0
2067-07-29,31,62641,579,Employed,Bachelor,12,38497,48,Divorced,3,Mortgage,338,0.07874804888119324,4,1,0.33610687180623483,0,Home,1,25,17,2938,728,56423,5366,5220.083333333333,0.9425140149156395,1,51057,0.24399700000000002,0.22269308255596976,1218.5249648283018,0.2981800989438167,0,57.0
2067-07-30,29,20368,600,Employed,High School,9,49528,24,Married,0,Own,279,0.35241207225379645,4,0,0.3190561817779556,0,Education,0,18,27,2129,780,15241,11501,1697.3333333333333,0.939539646302907,6,3740,0.22452799999999998,0.2512913867801979,2646.594835705007,1.7236418906353144,0,53.0
2067-07-31,36,56292,591,Employed,Master,15,23780,36,Married,0,Other,281,0.398222975098765,5,0,0.18393312024216457,0,Education,0,24,4,4796,1031,22313,3923,4691.0,0.8358408143204334,4,18390,0.21328,0.21772050036649582,905.3671092496314,0.25290281587073793,0,53.0
2067-08-01,26,25852,577,Employed,High School,6,17483,72,Married,1,Mortgage,317,0.5419813816248413,2,0,0.1105127459795032,0,Debt Consolidation,0,16,5,936,1604,207435,21810,2154.3333333333335,0.7938655897311565,5,185625,0.243983,0.276159546781453,499.3896547016543,0.3789523385587131,0,51.0
2067-08-02,41,38459,612,Employed,Bachelor,18,26559,48,Single,3,Rent,675,0.28900282318136744,6,0,0.2438136089566966,0,Education,0,26,28,1310,1998,37645,78511,3204.9166666666665,0.7913906824366876,1,2646,0.215559,0.18923281576080145,793.0424430876365,0.45805947416863774,0,50.0
2067-08-03,37,94681,599,Employed,High School,14,24548,24,Married,0,Own,964,0.18090859671392423,3,1,0.625324755515583,0,Education,0,18,17,324,1609,77792,16980,7890.083333333333,0.9675781369557112,5,60812,0.20004799999999998,0.22910645520078773,1284.5711754620174,0.284986999562153,0,54.0
2067-08-04,44,21650,603,Employed,High School,24,19440,60,Single,4,Rent,261,0.5007460757617478,5,2,0.27177147056076834,0,Home,0,16,23,2519,706,61083,102914,1804.1666666666667,0.9082724983603869,5,9721,0.22293999999999997,0.24525666629304296,565.196444700423,0.4579379832057771,0,52.0
2067-08-05,56,43690,582,Unemployed,High School,33,13753,60,Married,0,Mortgage,670,0.11665760580610744,3,0,0.1858036392742873,0,Home,0,27,2,6039,332,314403,22550,3640.8333333333335,0.9085506048208839,5,291853,0.22775299999999998,0.20276827571697273,366.49200706851633,0.28468537616896766,0,51.0
2067-08-06,49,88570,669,Employed,Master,27,27809,72,Single,2,Mortgage,305,0.07979499047325044,2,0,0.08933509881341904,0,Debt Consolidation,0,24,13,2975,2291,131982,8854,7380.833333333333,0.9335731937504016,1,123128,0.208309,0.19473788238182432,657.6490953537556,0.13042552945969366,1,30.400000000000002
2067-08-07,45,52158,554,Employed,High School,23,61799,36,Married,0,Other,682,0.1501716951552091,1,0,0.09776752652043186,0,Other,0,27,10,1569,1035,9999,9923,4346.5,0.8165710788075146,3,9397,0.269799,0.2779141140072209,2549.2692236292855,0.7434186641272945,0,49.0
