trustLevel,totalScanTimeInSeconds,grandTotal,lineItemVoids,scansWithoutRegistration,quantityModifications,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud
5,1631,82.26,1,7,1,0.00919681177191907,0.0504353157572042,0.0666666666666667,0
1,673,77.29,9,8,1,0.037147102526003,0.114843982169391,0.36,1
3,404,44.62,4,5,3,0.0297029702970297,0.110445544554455,0.333333333333333,0
3,141,84.92,5,0,3,0.0780141843971631,0.602269503546099,0.454545454545455,0
1,298,14.91,5,8,5,0.0671140939597315,0.0500335570469799,0.25,0
3,533,32.81,2,0,1,0.0150093808630394,0.0615572232645403,0.25,0
4,823,90.65,1,5,3,0.00607533414337789,0.110145808019441,0.2,0
3,933,30.73,1,9,5,0.00857449088960343,0.0329367631296892,0.125,0
4,1220,93.1,7,0,0,0.00163934426229508,0.0763114754098361,3.5,0
1,1315,89.78,5,3,1,0.00228136882129278,0.0682737642585551,1.66666666666667,0
1,1236,67.97,7,4,2,0.0113268608414239,0.0549919093851133,0.5,0
4,482,93.1,3,1,1,0.0145228215767635,0.193153526970954,0.428571428571429,0
3,558,65.51,2,7,2,0.00716845878136201,0.117401433691756,0.5,0
4,179,30.19,3,5,2,0.0614525139664804,0.168659217877095,0.272727272727273,0
5,1692,73.74,1,2,2,0.00531914893617021,0.0435815602836879,0.111111111111111,0
3,474,32.3,9,7,3,0.0379746835443038,0.0681434599156118,0.5,0
2,456,88.51,10,6,0,0.00219298245614035,0.194100877192982,10,0
4,474,86.63,9,8,1,0.0569620253164557,0.182763713080169,0.333333333333333,0
3,1478,68.55,5,6,0,0.0162381596752368,0.0463802435723951,0.208333333333333,0
1,2,34.07,5,9,4,0.5,17.035,5,0
4,1210,16.35,9,10,3,0.012396694214876,0.0135123966942149,0.6,0
3,559,52.69,3,9,0,0.0232558139534884,0.094257602862254,0.230769230769231,0
1,667,26.44,10,7,4,0.00149925037481259,0.039640179910045,10,0
2,303,88.23,11,5,1,0.0297029702970297,0.291188118811881,1.22222222222222,0
6,1450,61.94,3,7,2,0.016551724137931,0.0427172413793104,0.125,0
1,1309,27.63,2,5,4,0.00687547746371276,0.0211077158135982,0.222222222222222,0
3,562,73.28,1,10,3,0.0444839857651246,0.130391459074733,0.04,0
6,407,62.09,7,3,3,0.0393120393120393,0.152555282555283,0.4375,0
3,836,97.99,5,9,4,0.0179425837320574,0.117212918660287,0.333333333333333,0
1,385,44.73,4,8,2,0.0285714285714286,0.116181818181818,0.363636363636364,0
1,1538,60.68,8,6,5,0.0123537061118336,0.0394538361508453,0.421052631578947,1
4,839,82.62,8,0,3,0.0178784266984505,0.0984743742550656,0.533333333333333,0
1,532,93.35,0,4,4,0.0112781954887218,0.17546992481203,0,0
3,421,79.04,4,2,0,0.00712589073634204,0.187743467933492,1.33333333333333,0
4,13,73.98,10,9,5,1.46153846153846,5.69076923076923,0.526315789473684,0
1,1367,65.92,5,1,0,0.0197512801755669,0.048222384784199,0.185185185185185,1
2,1265,10.51,6,7,5,0.0126482213438735,0.00830830039525692,0.375,0
2,922,26.5,9,10,2,0.00325379609544469,0.0287418655097614,3,0
2,1553,63.32,7,8,1,0.00193174500965873,0.0407726980038635,2.33333333333333,0
1,93,48.98,5,8,0,0.118279569892473,0.526666666666667,0.454545454545455,0
3,429,88.55,1,8,0,0.00233100233100233,0.206410256410256,1,0
1,679,90.5,7,4,5,0.0265095729013255,0.133284241531664,0.388888888888889,0
1,350,14.49,9,8,2,0.0457142857142857,0.0414,0.5625,0
5,1600,43.51,4,0,0,0.0175,0.02719375,0.142857142857143,0
2,1576,60.52,5,7,2,0.00697969543147208,0.0384010152284264,0.454545454545455,0
1,1772,39.42,3,9,3,0.00225733634311512,0.0222460496613996,0.75,0
5,1442,92.56,10,0,2,0.0187239944521498,0.0641886269070735,0.37037037037037,0
6,583,71.9,9,8,0,0.0480274442538593,0.123327615780446,0.321428571428571,0
5,570,24.44,1,9,3,0.0228070175438597,0.0428771929824561,0.0769230769230769,0
3,1308,90.3,2,7,1,0.00840978593272171,0.0690366972477064,0.181818181818182,0
3,929,5.14,1,5,1,0.0118406889128095,0.00553283100107643,0.0909090909090909,0
3,4,8.62,5,10,1,1.5,2.155,0.833333333333333,0
3,1371,10.9,2,7,4,0.00729394602479942,0.00795040116703136,0.2,0
4,502,75.97,5,3,0,0.0278884462151394,0.151334661354582,0.357142857142857,0
2,987,26.32,6,5,0,0.0263424518743668,0.0266666666666667,0.230769230769231,0
3,703,47.17,8,8,4,0.00568990042674253,0.0670981507823613,2,0
6,1504,89.37,8,5,3,0.0186170212765957,0.0594215425531915,0.285714285714286,0
4,1738,70.03,10,9,2,0.00575373993095512,0.0402934407364787,1,0
1,467,87.58,0,8,2,0.0578158458244111,0.187537473233405,0,1
1,1308,74.42,6,5,3,0.00535168195718654,0.0568960244648318,0.857142857142857,0
2,453,36.03,2,4,0,0.0022075055187638,0.0795364238410596,2,0
4,745,21.46,0,0,1,0.0268456375838926,0.0288053691275168,0,0
1,511,60.59,3,3,2,0.050880626223092,0.118571428571429,0.115384615384615,0
3,1421,10.78,5,8,4,0.0091484869809993,0.00758620689655172,0.384615384615385,0
2,160,92.21,6,0,4,0.08125,0.5763125,0.461538461538462,0
2,55,12.86,11,9,2,0.254545454545455,0.233818181818182,0.785714285714286,0
2,1637,70.76,1,4,0,0.00183262064752596,0.0432254123396457,0.333333333333333,0
4,1791,84.09,2,6,2,0.0150753768844221,0.0469514237855946,0.0740740740740741,0
2,28,54.84,7,3,1,1,1.95857142857143,0.25,0
1,500,5.88,4,1,0,0.002,0.01176,4,0
5,119,29.69,4,5,2,0.100840336134454,0.249495798319328,0.333333333333333,0
2,741,51.85,4,10,4,0.00269905533063428,0.0699730094466937,2,0
2,1560,33.53,3,1,4,0.00128205128205128,0.0214935897435897,1.5,0
1,321,43.28,11,7,5,0.0903426791277259,0.134828660436137,0.379310344827586,1
4,1413,33.23,6,5,0,0.0176928520877565,0.023517338995046,0.24,0
4,113,58.9,9,4,0,0.256637168141593,0.521238938053097,0.310344827586207,0
2,1178,26.85,2,0,0,0.00764006791171477,0.0227928692699491,0.222222222222222,0
2,50,4.1,2,5,3,0.54,0.082,0.0740740740740741,0
3,1085,53.76,8,7,0,0.00460829493087558,0.0495483870967742,1.6,0
2,1493,12.28,11,7,2,0.00736771600803751,0.00822505023442733,1,0
1,242,39.24,8,5,4,0.0330578512396694,0.162148760330579,1,0
3,596,10.74,2,1,2,0.0134228187919463,0.0180201342281879,0.25,0
5,302,39.38,2,3,3,0.0562913907284768,0.130397350993377,0.117647058823529,0
1,1625,89.93,11,3,0,0.0116923076923077,0.0553415384615385,0.578947368421053,1
5,1073,93.97,6,1,2,0.00372786579683131,0.0875768872320596,1.5,0
2,941,90.78,9,2,3,0.0159404888416578,0.0964718384697131,0.6,0
3,667,14.56,3,7,2,0.0359820089955022,0.0218290854572714,0.125,0
3,557,65.74,11,2,3,0.0359066427289048,0.11802513464991,0.55,0
5,589,25.03,2,7,5,0.0186757215619694,0.0424957555178268,0.181818181818182,0
1,1262,65.81,9,3,5,0.0110935023771791,0.0521473851030111,0.642857142857143,0
1,1007,76.01,1,6,1,0.00198609731876862,0.0754816285998014,0.5,0
2,826,34.47,1,1,2,0.00242130750605327,0.0417312348668281,0.5,0
2,467,92.95,6,3,4,0.0578158458244111,0.199036402569593,0.222222222222222,0
1,1681,60.33,10,0,0,0.0136823319452707,0.0358893515764426,0.434782608695652,1
2,166,23.92,11,2,5,0.072289156626506,0.144096385542169,0.916666666666667,0
6,1019,35.72,8,8,5,0.00883218842001963,0.035053974484789,0.888888888888889,0
2,772,73.41,7,7,1,0.0246113989637306,0.0950906735751295,0.368421052631579,0
2,1767,63.45,11,1,1,0.0130164119977363,0.0359083191850594,0.478260869565217,0
1,498,61.62,2,0,2,0.0381526104417671,0.123734939759036,0.105263157894737,0
3,1451,11.9,9,1,4,0.00895933838731909,0.00820124052377671,0.692307692307692,0
6,575,8.55,5,1,0,0.0504347826086957,0.0148695652173913,0.172413793103448,0
6,865,31.84,10,7,3,0.0173410404624277,0.0368092485549133,0.666666666666667,0
2,1571,12.01,8,8,5,0.0063653723742839,0.00764481222151496,0.8,0
6,1807,65.04,9,5,0,0.0143884892086331,0.0359933591588268,0.346153846153846,0
1,1381,69.57,1,9,4,0.0166545981173063,0.0503765387400435,0.0434782608695652,1
3,956,2.36,0,6,5,0.00941422594142259,0.00246861924686192,0,0
1,796,28.96,5,3,2,0.0201005025125628,0.0363819095477387,0.3125,0
1,338,36.45,10,10,5,0.0710059171597633,0.107840236686391,0.416666666666667,1
4,1175,74.52,4,4,3,0.0127659574468085,0.0634212765957447,0.266666666666667,0
2,1027,39.9,0,4,2,0.0116845180136319,0.0388510223953262,0,0
6,1507,23.96,1,0,4,0.0159256801592568,0.0158991373589914,0.0416666666666667,0
3,130,42.82,6,0,5,0.2,0.329384615384615,0.230769230769231,0
1,1380,54.08,8,4,1,0.0101449275362319,0.0391884057971014,0.571428571428571,0
2,755,56.06,11,5,3,0.0198675496688742,0.0742516556291391,0.733333333333333,0
1,383,3.35,3,8,1,0.0234986945169713,0.0087467362924282,0.333333333333333,0
2,1461,39.82,6,9,1,0.0171115674195756,0.0272553045859001,0.24,1
3,916,21.73,4,0,2,0.0131004366812227,0.0237227074235808,0.333333333333333,0
3,557,69.06,10,0,5,0.0251346499102334,0.123985637342908,0.714285714285714,0
2,770,9.17,11,10,5,0.0298701298701299,0.0119090909090909,0.478260869565217,0
1,866,44.22,3,9,5,0.0184757505773672,0.0510623556581986,0.1875,0
3,1563,87.86,4,1,0,0.00575815738963532,0.056212412028151,0.444444444444444,0
2,1775,5.79,11,8,4,0.0140845070422535,0.00326197183098592,0.44,1
5,224,28.55,5,7,4,0.0758928571428571,0.127455357142857,0.294117647058824,0
3,774,41.22,4,1,5,0.0129198966408269,0.0532558139534884,0.4,0
4,930,40.27,8,5,3,0.0021505376344086,0.0433010752688172,4,0
4,1501,51.16,7,4,5,0.011325782811459,0.0340839440373085,0.411764705882353,0
2,1689,13.7,8,1,1,0.0177619893428064,0.00811130846654825,0.266666666666667,1
4,1178,74.02,11,6,3,0.0135823429541596,0.0628353140916808,0.6875,0
2,837,8.07,2,6,1,0.03584229390681,0.0096415770609319,0.0666666666666667,0
1,36,35.02,8,10,1,0.25,0.972777777777778,0.888888888888889,0
5,1455,90.53,10,1,4,0.0199312714776632,0.0622199312714777,0.344827586206897,0
1,1133,24.49,3,3,1,0.0114739629302736,0.0216151809355693,0.230769230769231,0
3,1421,2.42,7,8,0,0.0197044334975369,0.00170302603800141,0.25,0
2,77,66.01,5,3,5,0.363636363636364,0.857272727272727,0.178571428571429,0
6,1701,8.09,9,8,4,0.0141093474426808,0.00475602586713698,0.375,0
4,30,52.22,9,6,2,0.9,1.74066666666667,0.333333333333333,0
6,680,92.4,7,10,3,0.0264705882352941,0.135882352941176,0.388888888888889,0
3,1536,33.57,11,2,2,0.015625,0.02185546875,0.458333333333333,0
2,303,46.79,3,2,3,0.0231023102310231,0.154422442244224,0.428571428571429,0
3,3,64.94,3,4,3,4.66666666666667,21.6466666666667,0.214285714285714,0
3,1736,4.66,0,8,5,0.00172811059907834,0.00268433179723502,0,0
1,756,15.41,10,4,2,0.0158730158730159,0.0203835978835979,0.833333333333333,0
1,1465,58.95,10,0,2,0.0170648464163823,0.0402389078498294,0.4,1
1,358,34.74,7,6,4,0.00558659217877095,0.0970391061452514,3.5,0
5,1555,33.38,8,2,2,0.00128617363344051,0.0214662379421222,4,0
2,1539,11.13,9,1,5,0.00454840805717999,0.00723196881091618,1.28571428571429,0
1,724,14.52,9,5,5,0.0069060773480663,0.0200552486187845,1.8,0
5,1248,16.29,10,6,5,0.0216346153846154,0.0130528846153846,0.37037037037037,0
2,1259,20.78,3,5,4,0.00714853057982526,0.016505162827641,0.333333333333333,0
5,1238,45.82,6,0,4,0.00565428109854604,0.0370113085621971,0.857142857142857,0
4,44,66.72,10,4,5,0.0909090909090909,1.51636363636364,2.5,0
3,1171,25.56,11,1,3,0.0204953031596926,0.0218274978650726,0.458333333333333,0
2,1211,88.88,8,1,5,0.00330305532617671,0.0733938893476466,2,0
3,703,8.2,8,7,0,0.00568990042674253,0.0116642958748222,2,0
6,680,51.89,8,5,2,0.0338235294117647,0.0763088235294118,0.347826086956522,0
4,981,36.26,6,4,2,0.0142711518858308,0.0369622833843017,0.428571428571429,0
1,801,73.63,6,1,4,0.034956304619226,0.0919225967540574,0.214285714285714,1
2,1397,8.48,1,5,3,0.0171796707229778,0.00607015032211883,0.0416666666666667,0
6,656,95.58,5,6,3,0.00152439024390244,0.145701219512195,5,0
3,1636,8.6,6,3,1,0.00733496332518337,0.00525672371638142,0.5,0
5,1764,79.93,8,0,3,0.00566893424036281,0.04531179138322,0.8,0
1,1400,59.43,3,6,2,0.0164285714285714,0.04245,0.130434782608696,1
4,1830,23.73,6,4,0,0.0153005464480874,0.0129672131147541,0.214285714285714,0
6,451,54.85,1,5,1,0.0487804878048781,0.121618625277162,0.0454545454545455,0
2,431,12.24,10,5,0,0.0533642691415313,0.0283990719257541,0.434782608695652,0
6,370,56.26,11,10,0,0.072972972972973,0.152054054054054,0.407407407407407,0
4,212,88.01,3,6,5,0.0141509433962264,0.415141509433962,1,0
1,1134,14.51,7,2,4,0.00264550264550265,0.0127954144620811,2.33333333333333,0
4,1005,78.16,1,0,3,0.00796019900497512,0.077771144278607,0.125,0
2,1827,68.94,6,5,1,0.00821018062397373,0.0377339901477833,0.4,0
6,660,90.53,10,1,1,0.00303030303030303,0.137166666666667,5,0
2,206,71.3,4,0,4,0.106796116504854,0.346116504854369,0.181818181818182,0
5,794,29.91,5,3,2,0.0138539042821159,0.0376700251889169,0.454545454545455,0
4,452,44.59,7,9,3,0.0508849557522124,0.0986504424778761,0.304347826086957,0
2,195,2.1,1,3,1,0.112820512820513,0.0107692307692308,0.0454545454545455,0
3,1434,69.97,8,1,4,0.0104602510460251,0.0487935843793584,0.533333333333333,0
3,338,88.93,1,3,5,0.0739644970414201,0.26310650887574,0.04,0
2,767,50.95,7,2,0,0.0221642764015645,0.0664276401564537,0.411764705882353,0
1,321,76.03,8,7,2,0.0716510903426791,0.236853582554517,0.347826086956522,0
1,397,41.89,5,5,0,0.0654911838790932,0.10551637279597,0.192307692307692,1
4,316,41.83,5,8,1,0.0949367088607595,0.132373417721519,0.166666666666667,0
2,685,62.68,1,6,2,0.035036496350365,0.0915036496350365,0.0416666666666667,0
4,1140,38.03,2,2,3,0.0166666666666667,0.033359649122807,0.105263157894737,0
